구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실여부,설치여부,기저귀교환대장소,리모델링연월,데이터기준일자
개방화장실,경기국악원,경기도 용인시 기흥구 민속촌로 89,경기도 용인시 기흥구 보라동 312번지,Y,2,3,1,1,0,0,3,1,0,경기아트센터,031-289-6432,09:00~18:00,2004-06,37.2598428375,127.1140068933,공공기관,기타,수세식,N,,N,N,,,2023-03-21
공중화장실,구성동주민센터,"경기도 용인시 기흥구 구성로77번길 17 (언남동, 구성동주민센터)",경기도 용인시 기흥구 언남동 342-1번지 구성동주민센터,N,6,6,2,0,1,0,12,2,2,구성동주민센터,031-324-6717,09:00~18:00,,37.2967620840,127.1189858971,지방자치단체,공공용시설,수세식,N,,N,Y,남자화장실+여자화장실,2016-12,2023-03-21
개방화장실,구리LPG충전소 개방화장실,경기도 구리시 경춘북로 348,경기도 구리시 갈매동 505번지,N,0,2,1,0,0,0,0,1,0,구리LPG충전소,031-552-0245,24시간,2023-01,37.6399854794,127.1249701192,민간,주유소·충전소,수세식,N,,N,N,,,2023-03-13
공중화장실,구성도서관,경기도 용인시 기흥구 구성로 77번길 17,경기도 용인시 기흥구 언남동 342-1번지,N,8,8,2,0,0,4,18,2,2,구성도서관,031-324-4131,07:00~22:00,2006-12,37.2967620840,127.1189858971,지방자치단체,공공용시설,수세식,N,,N,Y,여자화장실,,2023-03-21
공중화장실,성복도서관,경기도 용인시 수지구 성복1로164번길 6,경기도 용인시 수지구 성복동 453-45번지,N,3,3,1,0,0,0,6,1,0,성복도서관,031-324-4723,09:00~22:00,2021-08,37.3169135772,127.0631656554,지방자치단체,공공용시설,수세식,N,,N,Y,여자화장실,,2023-03-21
공중화장실,구청사,경기도 하남시 덕풍동 426-10번지,경기도 하남시 덕풍동 426-10번지,N,2,2,1,0,0,1,4,1,0,경기도 하남시청,031-790-5860,24시간,,37.5378451024,127.2028432263,2022-04-11,-,-,N,-,N,N,-,2023-04,2023-02-16
공중화장실,꿈나라공원,경기도 하남시 창우동 520-5,경기도 하남시 창우동 520-5,N,0,0,1,1,0,0,3,0,0,경기도 하남시청,031-790-5860,24시간,,37.5375145483,127.2215903763,2022-04-11,-,-,Y,-,N,Y,-,2023-04,2023-02-16
공중화장실,꿈동산공원,경기도 하남시 신장동 528-4,경기도 하남시 신장동 528-4,N,0,1,1,0,0,0,1,1,0,경기도 하남시청,031-790-5860,24시간,,37.5383095913,127.2174825944,2022-04-11,-,-,Y,-,N,Y,-,2023-04,2023-02-16
공중화장실,신장2동 주민센터 화장실(1층),경기도 하남시 신장동 446-17번지,경기도 하남시 신장동 446-17번지,N,1,2,1,0,0,0,1,1,0,신장2동 주민센터,031-790-6603,09:00~18:00,,37.5387951251,127.2095572458,2022-04-11,-,-,N,-,N,N,-,2023-04,2023-02-16
공중화장실,미사제방산책로,경기도 하남시 미사동 176-3,경기도 하남시 미사동 176-3,N,1,2,0,0,0,0,3,0,0,경기도 하남시청,031-790-5860,24시간,,37.5677879250,127.2114464575,2022-04-11,-,-,Y,-,N,Y,-,2023-04,2023-02-16
공중화장실,삼표에너지주유소 화장실,경기도 안양시 만안구 시민대로 45,경기도 안양시 만안구 안양동 206-7번지,N,2,2,0,0,0,0,1,0,0,삼표에너지 안양사업소,031-443-7111,00:00~24:00,,37.3838406565,126.9390989112,민간,주유소·충전소,수세식,N,,N,N,,,2023-02-08
공중화장실,삼성산 화장실,경기도 안양시 만안구 석수동 산45-46,경기도 안양시 만안구 석수동 산45-46,N,1,1,0,0,0,0,3,0,0,안양시 만안구 교통녹지과,031-8045-3511,00:00~24:00,,37.4174359736,126.9131435638,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-02-08
공중화장실,삼막애견공원 내 화장실,경기도 안양시 만안구 석수동 18,경기도 안양시 만안구 석수동 18,N,1,2,1,0,0,0,2,1,0,식품안전과,031-8045-2915,10:00~19:00,,37.4288529590,126.9148133522,지방자치단체,관광·체육시설,수세식,N,,Y,Y,여자화장실,,2023-02-08
공중화장실,삼막사초소 공중화장실,경기도 안양시 만안구 석수동 산14-4,경기도 안양시 만안구 석수동 산14-4,N,1,2,0,0,0,0,2,0,0,안양시 만안구 교통녹지과,031-8045-3511,00:00~24:00,,37.4368786126,126.9243926672,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-02-08
간이화장실,삼막사 진입로 공중화장실(경인교대 옆),경기도 안양시 만안구 석수동 산15-3,경기도 안양시 만안구 석수동 산15-3,N,1,2,0,0,0,0,3,0,0,안양시 자원순환과,031-8045-2256,00:00~24:00,,37.4340743956,126.9212588903,지방자치단체,교통시설,수세식,Y,여자화장실,Y,N,,,2023-02-08
간이화장실,삼막사 주차매표소 공중화장실(경인교대 앞),경기도 안양시 만안구 삼막로 196,,N,1,1,0,0,0,0,3,0,0,안양시 자원순환과,031-8045-2256,00:00~24:00,,,,지방자치단체,교통시설,수세식,Y,여자화장실,Y,N,,,2023-02-08
공중화장실,삼막사 공중화장실,경기도 안양시 만안구 삼막로 478,경기도 안양시 만안구 석수동 241-54번지,N,3,4,1,0,0,0,5,0,0,안양시 자원순환과,031-8045-2256,00:00~24:00,,37.4346097296,126.9361430665,지방자치단체,기타,수세식,Y,여자화장실,Y,N,,,2023-02-08
개방화장실,산동프라자빌딩 개방화장실,경기도 안양시 동안구 경수대로 911(비산동),경기도 안양시 동안구 비산동 570-6번지,N,2,1,0,0,0,0,2,0,0,산동프라자빌딩,,08:00~22:00,,37.3975403336,126.9350651521,민간,상업시설,수세식,N,,Y,N,,,2023-02-08
공중화장실,비산도서관 화장실,경기도 안양시 동안구 관악대로 123,경기도 안양시 동안구 비산동 459-56번지,N,4,10,5,0,1,0,14,5,1,안양시 평촌도서관,031-8045-6231,09:00~18:00,,37.3991120357,126.9376519309,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-02-08
공중화장실,비산3동 행정복지센터 공중화장실,"경기도 안양시 동안구 운곡로 34 (비산동, 비산3동 행정복지센터)",경기도 안양시 동안구 비산동 1023번지 비산3동 행정복지센터,N,1,8,4,0,0,0,9,4,0,비산3동 행정복지센터,031-8045-4620,09:00~18:00,,37.4040709617,126.9455806013,지방자치단체,공공용시설,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,N,,,2023-02-08
공중화장실,비산1동 행정복지센터 공중화장실,경기도 안양시 동안구 비산로 12(비산동),경기도 안양시 동안구 비산동 488-8번지,N,8,8,4,1,0,0,13,4,0,비산1동 행정복지센터,031-8045-4603,09:00~18:00,,37.3997783425,126.9337264561,지방자치단체,공공용시설,수세식,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2023-02-08
개방화장실,브레인빌딩 개방화장실,경기도 안양시 만안구 만안로 11(안양동),경기도 안양시 만안구 안양동 534-12번지,N,1,2,1,0,0,0,1,1,0,브레인빌딩,031-445-5060,08:00~23:00,,37.3844244420,126.9348698754,민간,상업시설,수세식,N,,Y,N,,,2023-02-08
공중화장실,부흥동 행정복지센터 공중화장실,경기도 안양시 동안구 달안로 28,경기도 안양시 동안구 비산동 1103-1번지,N,4,5,1,1,0,0,3,0,0,부흥동 행정복지센터,031-8045-4630,09:00~18:00,,37.3936675738,126.9471710801,지방자치단체,공공용시설,수세식,N,,Y,N,,,2023-02-08
공중화장실,부안어린이공원 공중화장실,경기도 안양시 동안구 관양동 1588-4,경기도 안양시 동안구 관양동 1588-4,N,2,2,1,0,0,0,2,1,0,안양시 공원관리과,031-8045-5021,00:00~24:00,,37.3983700279,126.9602422857,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,Y,여자화장실,,2023-02-08
공중화장실,부림동 행정복지센터 화장실,경기도 안양시 동안구 달안로 154,경기도 안양시 동안구 관양동 1588-1번지,N,3,3,0,0,0,0,4,0,0,부림동 행정복지센터,031-8045-4670,09:00~18:00,,37.3987270036,126.9594601557,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-02-08
공중화장실,본병원,"경기도 안양시 만안구 안양로314번길 15(안양동, 본병원)",경기도 안양시 만안구 안양동 668-35번지 본병원,N,1,2,0,0,0,0,3,0,0,본병원,,07:00~23:00,,37.4006903413,126.9210314998,민간,상업시설,수세식,N,,N,Y,여자화장실,,2023-02-08
공중화장실,자연오일주유소,경기도 광주시 포은대로 213,경기도 광주시 문형동 313-11번지,N,1,1,0,0,0,0,1,0,0,자연오일주유소내,031-768-5181,06:00~23:00,,37.3518887402,127.2178778321,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,오포주유소(충전소),경기도 광주시 포은대로 317,경기도 광주시 추자동 306-1번지,N,2,1,0,0,0,0,2,0,0,오포주유소,031-766-0005,06:00~23:00,,37.3587144325,127.2264908255,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,대원주유소,경기도 광주시 포은대로 38,경기도 광주시 문형동 557-2번지,N,1,1,0,0,0,0,1,0,0,대원주유소,031-797-5907,06:00~23:00,,37.3431514334,127.2020030860,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,삼원주유소,경기도 광주시 포은대로 429,경기도 광주시 추자동 108-1번지,N,2,2,0,0,0,0,2,0,0,삼원주유소,031-766-5992,06:00~23:00,,37.3675696634,127.2320151054,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,상대원제2주유소,경기도 광주시 회안대로 114,경기도 광주시 매산동 616-3번지,N,2,2,0,0,0,0,2,0,0,상대원제2주유소,031-766-5149,06:00~23:00,,37.3654613306,127.2446484296,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,상하이주유소,경기도 광주시 회안대로 80,경기도 광주시 매산동 590-10번지,Y,0,2,0,0,0,0,1,0,0,상하이주유소,031-766-0062,06:00~23:00,,37.3624876098,127.2450424607,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,금용주유소,경기도 광주시 이배재로 373,경기도 광주시 목현동 269-6번지,Y,0,1,0,0,0,0,1,0,0,금용주유소,031-763-5149,06:00~23:00,,37.4348980836,127.2184030245,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,성동주유소,경기도 광주시 이배재로 506,경기도 광주시 목현동 659-2번지,Y,1,1,0,0,0,0,1,0,0,성동주유소,031-768-5144,06:00~23:00,,37.4320974904,127.2047253141,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,광주농협주유소,경기도 광주시 중앙로 153,경기도 광주시 경안동 75-5번지,N,2,2,0,0,0,0,2,0,0,광주농협주유소,031-765-5151,06:00~23:00,,37.4133322966,127.2568147624,민간,주유소·충전소,수세식,N,,Y,N,,,2023-04-03
공중화장실,송정주유소,경기도 광주시 중앙로 290,,N,2,2,0,0,0,0,1,0,0,송정주유소,031-761-9966,06:00~23:00,,,,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,경기고속주유소,경기도 광주시 경충대로 1021,경기도 광주시 초월읍 쌍동리 130-14번지,N,2,3,0,0,0,0,2,0,0,경기고속주유소,031-765-5805,06:00~23:00,,37.3700884937,127.3027851757,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,대기주유소,경기도 광주시 경충대로 898,경기도 광주시 초월읍 산이리 79-2번지,N,1,2,0,0,0,0,2,0,0,대기주유소,031-762-4543,06:00~23:00,,37.3633553795,127.3140618433,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,두월주유소,경기도 광주시 산수로 376,경기도 광주시 초월읍 신월리 651-1번지,N,1,2,0,0,0,0,1,0,0,두월주유소,031-769-5151,06:00~23:00,,37.3946232156,127.3133180745,민간,주유소·충전소,수세식,N,,Y,N,,,2023-04-03
공중화장실,초월공단주유소,경기도 광주시 산수로 615,경기도 광주시 초월읍 신월리 350-1번지,N,1,1,0,0,0,0,1,0,0,초월공단주유소,031-769-5149,06:00~23:00,,37.4153338434,127.3058082066,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,퇴촌주유소,경기도 광주시 정영로 378,경기도 광주시 퇴촌면 도수리 266-9번지,N,3,2,0,0,0,0,2,0,0,퇴촌주유소,031-768-1313,06:00~23:00,,37.4685012640,127.3322010259,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,퇴촌충전소,경기도 광주시 정영로 414,경기도 광주시 퇴촌면 도수리 179-2번지,N,1,1,0,0,0,0,2,0,0,퇴촌충전소,031-766-6766,06:00~23:00,,37.4709385264,127.3347288148,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,영동주유소,경기도 광주시 정영로 894,경기도 광주시 퇴촌면 영동리 238-7번지,Y,1,1,0,0,0,0,1,0,0,영동주유소,031-798-5153,06:00~23:00,,37.4757068243,127.3794938736,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,탑선주유소,경기도 광주시 천진암로596번길 9-19,경기도 광주시 퇴촌면 관음리 494-5번지 현대그린빌라,N,1,1,0,0,0,0,2,0,0,탑선주유소,031-767-0062,06:00~23:00,,37.4581071663,127.3312970655,민간,주유소·충전소,수세식,N,,N,N,,,2023-04-03
공중화장실,자연학습장 화장실(한강시민공원),경기도 구리시 코스모스길 14번길 249,경기도 구리시 토평동 810번지,N,1,3,1,0,0,0,4,1,0,구리시청 공원녹지과,031-550-2473,24시간,,37.5744824904,127.1328637462,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,Y,남자화장실+여자화장실,,2023-03-13
공중화장실,장자생태체험관 공중화장실,경기도 구리시 장자호수길 76-42,경기도 구리시 교문동 536-1번지,N,3,4,1,0,0,0,6,1,0,구리시청 공원녹지과,031-550-2472,24시간,,37.5831260332,127.1385749087,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,,,2023-03-13
공중화장실,장자호수공원(2차부지) 화장실,경기도 구리시 장자호수길 105,경기도 구리시 수택동 878번지,N,1,3,0,0,0,0,1,0,0,구리시청 공원녹지과,031-550-2046,24시간,,37.5859469914,127.1410077321,지방자치단체,관광·체육시설,수세식,Y,,Y,N,,,2023-03-13
공중화장실,장자호수공원(거품화장실) 화장실,경기도 구리시 장자호수길 105,경기도 구리시 수택동 878번지,N,1,1,0,0,0,0,1,0,0,구리시청 공원녹지과,031-550-2046,24시간,,37.5859469914,127.1410077321,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,N,,,2023-03-13
공중화장실,장자호수공원(상류) 화장실,경기도 구리시 장자호수길 105,경기도 구리시 수택동 878번지,N,1,2,0,0,0,0,1,0,0,구리시청 공원녹지과,031-550-2046,24시간,,37.5859469914,127.1410077321,지방자치단체,관광·체육시설,수세식,Y,,N,N,,,2023-03-13
공중화장실,장자호수공원(퇴비장앞) 화장실,경기도 구리시 장자호수길 105,경기도 구리시 수택동 878번지,N,3,4,0,0,0,0,5,0,0,구리시청 공원녹지과,031-550-2046,24시간,,37.5859469914,127.1410077321,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,N,,,2023-03-13
개방화장실,㈜능마을 보금자리주유소 개방화장실,경기도 구리시 경춘북로 74,경기도 구리시 갈매동 437-22번지,N,1,2,0,0,0,0,1,0,0,㈜능마을 보금자리주유소,031-574-5200,24시간,2023-01,37.6206664717,127.1073444351,민간,주유소·충전소,수세식,N,,N,N,,,2023-03-13
개방화장실,토평IC주유소 개방화장실,경기도 구리시 코스모스길 228,경기도 구리시 토평동 471-8번지,N,1,2,0,0,0,0,1,0,0,토평IC주유소,031-565-5185,24시간,2023-01,37.5781037132,127.1529935639,민간,주유소·충전소,수세식,N,,N,N,,,2023-03-13
개방화장실,토평고려LPG충전소 개방화장실,경기도 구리시 벌말로 8,경기도 구리시 토평동 465-92번지,N,1,2,0,0,0,0,1,0,0,토평고려LPG충전소,031-567-2124,24시간,2023-01,37.5775339987,127.1462917171,민간,주유소·충전소,수세식,N,,N,N,,,2023-03-13
공중화장실,토평교 화장실(왕숙천 둔치),경기도 구리시 수택동 141-3,경기도 구리시 수택동 141-3,N,2,2,0,0,0,0,4,0,0,구리시청 공원녹지과,031-550-2474,24시간,2023-01,37.5936693094,127.1617543219,지방자치단체,공공용시설,수세식,Y,,N,N,,,2023-03-13
공중화장실,토평도서관,경기도 구리시 장자대로 140,경기도 구리시 토평동 956번지,N,10,16,1,0,1,1,22,1,1,구리시립도서관,031-550-8693,24시간,2023-01,37.5861673118,127.1457525058,지방자치단체,공공용시설,수세식,N,,N,Y,여자화장실,,2023-03-13
공중화장실,팔당물안개공원 검천지구 362(B),경기도 광주시 산수로 2365-6,경기도 광주시 남종면 검천리 362번지,Y,1,1,0,0,0,0,2,0,0,광주도시관리공사,031-762-1039,00:00 ~ 00:00,,37.5312975601,127.3440011482,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,,,2023-04-03
공중화장실,팔당물안개공원 검천지구 A,경기도 광주시 산수로 2283,경기도 광주시 남종면 검천리 802번지,Y,1,2,0,0,0,0,3,0,0,광주도시관리공사,031-762-1039,00:00 ~ 00:00,,37.5292399588,127.3355170154,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,,,2023-04-03
공중화장실,팔당물안개공원 귀여지구 B,경기도 광주시 남종면 산수로 2117,경기도 광주시 남종면 귀여리 171-6번지,Y,1,1,0,0,0,0,2,0,0,광주도시관리공사,031-762-1039,00:00 ~ 00:00,,37.5258476604,127.3209363654,지방자치단체,공공용시설,수세식,Y,,N,N,,,2023-04-03
공중화장실,팔당물안개공원 수청지구,경기도 광주시 남종면 수청리 419-1,경기도 광주시 남종면 수청리 419-1,Y,1,1,0,0,0,0,2,0,0,광주도시관리공사,031-762-1039,00:00 ~ 00:00,,37.5168838863,127.3698214102,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,,,2023-04-03
공중화장실,팔당물안개공원 귀여지구 농산물판매장,경기도 광주시 산수로 1886-2,경기도 광주시 남종면 귀여리 310번지,Y,1,2,0,0,0,0,3,0,0,광주도시관리공사,031-762-1039,00:00 ~ 00:00,,37.5078422620,127.3175510419,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,N,,,2023-04-03
공중화장실,태전 1호 근린공원 화장실,경기도 광주시 태전동 701,경기도 광주시 태전동 701,Y,0,2,1,0,0,0,3,1,0,광주도시관리공사,031-762-1039,00:00 ~ 00:00,,37.3838705805,127.2341509829,지방자치단체,공공용시설,수세식,Y,,N,N,,,2023-04-03
공중화장실,새나라공원,경기도 하남시 창우동 518-1,경기도 하남시 창우동 518-1,N,1,2,0,0,0,0,1,0,0,경기도 하남시청,031-790-5860,24시간,,37.5423611229,127.2231611917,2022-04-11,-,-,Y,-,N,Y,-,2023-04,2023-02-16
공중화장실,선법사화장실,경기도 하남시 교산동 52-3번지,경기도 하남시 교산동 52-3번지,N,1,1,1,1,0,0,3,1,0,경기도 하남시청,031-790-5860,24시간,,37.5183400479,127.2082446514,2022-04-11,-,-,Y,-,N,Y,-,2023-04,2023-02-16
공중화장실,구리시립체육관 공중화장실,경기도 구리시 체육관로 131,경기도 구리시 교문동 3-2번지,N,9,10,1,0,0,0,16,1,0,구리시청 평생학습과,031-550-2591,24시간,1996-01,37.5963973760,127.1367775421,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-03-13
공중화장실,구리시장애인종합복지관,경기도 구리시 이문안로 86-1,경기도 구리시 수택동 851-1번지,N,10,5,1,0,1,1,10,1,1,구리시 복지정책과,031-550-8382,24시간,2000-01,37.5915522136,127.1410601459,지방자치단체,공공용시설,수세식,N,,N,Y,남자화장실+여자화장실,,2023-03-13
공중화장실,구리시청소년수련관,경기도 구리시 건원대로34번길 32-10,경기도 구리시 인창동 673-4번지,N,12,18,1,0,0,0,18,1,0,구리시청 평생학습과,031-553-7101,24시간,2023-01,37.6037947732,127.1418056987,지방자치단체,공공용시설,수세식,Y,장애인화장실,N,N,,,2023-03-13
공중화장실,구리휴게소 고객화장실,경기도 구리시 서울외곽순환고속도로 32,경기도 구리시 사노동 170-13번지,N,1,1,1,0,1,1,1,1,1,구리휴게소,031-529-3564,24시간,2023-01,37.6277810997,127.1393560682,지방자치단체,교통시설,수세식,Y,장애인화장실,Y,Y,남자화장실+여자화장실,,2023-03-13
개방화장실,담터주유소 개방화장실,경기도 구리시 경춘북로 344,경기도 구리시 갈매동 128-9번지,N,1,2,0,0,0,0,2,0,0,담터주유소,031-572-0707,24시간,1995-01,37.6397751442,127.1240190712,민간,주유소·충전소,수세식,N,,N,N,,,2023-03-13
공중화장실,포곡읍행정복지센터,경기도 용인시 처인구 포곡읍 포곡로 258,경기도 용인시 처인구 포곡읍 삼계리 588-5번지,N,9,9,3,2,0,0,12,1,0,포곡읍행정복지센터,031-324-5532,09:00~18:00,2002-09,37.2778154415,127.2308220892,지방자치단체,공공용시설,수세식,Y,남자화장실+여자화장실,N,N,,,2023-03-21
공중화장실,백암보건지소,경기도 용인시 처인구 백암면 백암로 189,경기도 용인시 처인구 백암면 백암리 495-3번지,N,0,0,0,0,0,0,0,0,0,백암면사무소,031-324-5791,09:00~18:00,1990-09,37.1633966837,127.3753735896,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-03-21
공중화장실,이동보건지소,경기도 용인시 처인구 이동읍 경기동로 673,경기도 용인시 처인구 이동읍 송전리 750-3번지,Y,0,0,0,0,0,0,0,0,0,이동읍사무소,031-324-5692,09:00~18:00,1992-09,37.1411233252,127.1961991903,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-03-21
공중화장실,죽전휴게소(서울),경기도 용인시 수지구 경부고속도로 400,경기도 용인시 수지구 죽전동 866-2번지,N,11,26,1,0,2,0,57,1,2,한국도로공사 수원지사,031-262-3168,연중무휴,1977-04,37.3325640693,127.1048754420,공공기관,교통시설,수세식,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,2017-10,2023-03-21
공중화장실,한마음공원,경기도 하남시 신장동 562-1,경기도 하남시 신장동 562-1,N,1,1,0,0,0,0,1,0,0,경기도 하남시청,031-790-5860,24시간,,37.5416529022,127.2097499157,2022-04-11,-,-,Y,-,N,Y,-,2023-04,2023-02-16
공중화장실,덕풍2동 주민센터 화장실(1층),경기도 하남시 덕풍동 693번지,경기도 하남시 덕풍동 693번지,N,2,2,1,0,0,0,4,1,0,덕풍2동 주민센터,031-790-5712,09:00~18:00,,37.5422817395,127.1981220082,2022-04-11,-,-,N,-,N,N,-,2023-04,2023-02-16
공중화장실,덕풍3동 주민센터 화장실(2층),경기도 하남시 덕풍동 737번지,경기도 하남시 덕풍동 737번지,N,2,4,0,0,0,0,3,0,0,덕풍3동 주민센터,031-790-6606,09:00~18:00,,37.5525109470,127.2047830108,2022-04-11,-,-,N,-,N,N,-,2023-04,2023-02-16
공중화장실,박달빗물펌프장공중화장실,경기도 안양시 만안구 양화로 135번길 88,경기도 안양시 만안구 박달동 838-7번지,N,1,1,0,0,0,0,2,0,0,안양시 생태하천과,031-8045-2187,00:00~24:00,,37.4049411805,126.9045407682,지방자치단체,기타,수세식,Y,여자화장실,Y,N,,,2023-02-08
공중화장실,박달도서관 화장실,"경기도 안양시 만안구 박달로 459 (박달동, 안양시립박달도서관)",경기도 안양시 만안구 박달동 114-7번지 안양시립박달도서관,N,8,8,0,0,0,0,15,0,0,안양시 석수도서관,031-8045-6175,09:00~18:00,,37.4025414459,126.9035608254,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-02-08
공중화장실,박달2동 행정복지센터 화장실,경기도 안양시 만안구 박달로 440,경기도 안양시 만안구 박달동 124-7번지,N,3,4,0,0,0,0,4,0,0,박달2동 행정복지센터,031-8045-3730,08:00~21:00,,37.4017649798,126.9015219440,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-02-08
공중화장실,병목안자연학습장 공중화장실,경기도 안양시 만안구 안양동 산81-7,경기도 안양시 만안구 안양동 산81-7,N,1,2,0,0,0,0,3,0,0,안양시 만안구 교통녹지과,031-8045-3511,00:00~24:00,,37.3799992687,126.9134027159,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-02-08
공중화장실,병목안 캠핑장,경기도 안양시 만안구 병목안로 247번길 37,경기도 안양시 만안구 안양동 산81-10번지,N,4,2,1,0,0,0,4,1,0,안양도시공사,031-469-8642,00:00~00:00,,37.3826643893,126.9103827463,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2023-02-08
공중화장실,병목안 시민공원 매점 옆 공중화장실,경기도 안양시 만안구 안양동 산81-1,경기도 안양시 만안구 안양동 산81-1,N,2,4,1,0,0,0,5,1,0,안양시 공원관리과,031-8045-5285,00:00~24:00,,37.3835008860,126.9100260266,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,Y,여자화장실,,2023-02-08
공중화장실,병목안 시민공원 관리사무소 공중화장실,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 산82-2번지,N,5,4,1,1,0,0,4,1,1,안양시 공원관리과,031-8045-5285,00:00~24:00,,37.3852918136,126.9076624116,지방자치단체,관광·체육시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2023-02-08
간이화장실,병목안 담배촌휴게소 앞 공중화장실,경기도 안양시 만안구 병목안로 311,경기도 안양시 만안구 안양동 1219-196번지,N,1,1,1,0,0,0,2,1,0,안양시 자원순환과,031-8045-2256,00:00~24:00,,37.3785187517,126.9051178226,지방자치단체,교통시설,수세식,Y,여자화장실,Y,N,,,2023-02-08
개방화장실,베스트상가 개방화장실,경기도 안양시 동안구 귀인로 198(평촌동),경기도 안양시 동안구 평촌동 361번지,N,2,2,0,0,0,0,3,0,0,베스트상가,,00:00~24:00,,37.3854484251,126.9611369523,민간,상업시설,수세식,N,,Y,N,,,2023-02-08
공중화장실,범계역(4호선) 공중화장실,경기도 안양시 동안구 동안로 130 지하,,N,5,4,0,0,0,0,21,0,0,범계역,031-384-7788,00:00~00:00,,,,공공기관,교통시설,수세식,N,,N,N,,,2023-02-08
공중화장실,범계성당,경기도 안양시 동안구 경수대로 733,경기도 안양시 동안구 호계동 917번지,Y,2,2,0,0,0,0,2,0,0,범계성당,031-459-0365,09:00~20:00,,37.3869467224,126.9498298861,민간,기타,수세식,N,,N,N,,,2023-02-08
공중화장실,범계동 행정복지센터 화장실,경기도 안양시 동안구 평촌대로217번길 63,경기도 안양시 동안구 호계동 1051-1번지,N,1,2,0,0,0,0,2,0,0,범계동 행정복지센터,031-8045-4740,09:00~18:00,,37.3897624271,126.9525092363,지방자치단체,공공용시설,수세식,N,,N,N,,,2023-02-08
공중화장실,벌말성당,"경기도 안양시 동안구 흥안대로439번길 48(관양동, 벌말성당)",경기도 안양시 동안구 관양동 951-2번지 벌말성당,N,3,5,1,0,0,0,6,1,1,벌말성당,031-424-6401,00:00~00:00,,37.3935900079,126.9716078004,민간,기타,수세식,N,,Y,Y,여자화장실,,2023-02-08
공중화장실,백우현진 복지재단,"경기도 안양시 만안구 병목안로 6(안양동, 현진빌딩)",경기도 안양시 만안구 안양동 782-6번지 현진빌딩,Y,11,22,0,0,0,0,21,0,0,백우현진 복지재단,031-465-4526,09:00~18:00,,37.3997094206,126.9195137838,민간,상업시설,수세식,N,,N,N,,,2023-02-08
공중화장실,박석교 공중화장실,경기도 안양시 박달동 10-1,경기도 안양시 만안구 박달동 10-1,N,2,3,1,0,0,0,4,1,0,안양시 생태하천과,031-8045-2187,00:00~24:00,,37.4077199156,126.9090099213,지방자치단체,기타,수세식,Y,남자화장실+여자화장실,Y,N,,,2023-02-08
